,Category,Width,Height,Distance_to_edges_hor,Distance_to_edges_vert,Distance_to_next
0,Windows,"[0.915, 1.0678125, 1.35, 0.915]","[1.8, 1.8243749999999999, 1.83, 1.83]","[0.193, 2.481, 10.215, 0.6]","[0.305, 1.605, 3.27, 0.305]","[0.0, 0.499, 1.687, 0.2]"
