,Room_Id,Room_uniqueId,ElementId,Element_uniqueId,Width,Height,Perpendicular_walls_id,Parallel_walls_id,Distance_to_parall,Nearest_walls_id,Angles_to_walls
293,215196,a79add17-780f-499e-a863-104a9aa9c91e-0003489c,169602,f1268bbe-9264-4ea5-b30b-6919ab197ea7-00029682,0.024999999999999998,7.599999999998433,"[139803, 144344, 182328]","[None, None, None]","[None, None, None]","[None, None, None]","[90, 90, 90]"
294,215198,a79add17-780f-499e-a863-104a9aa9c91e-0003489e,144344,9ddc7feb-6f54-4b53-9ca4-7923d929ea52-000233d8,0.2,11.399999999999942,"[139803, 157640, None, 157643, None, 161062, None, 160703, None, 161915, None, None, 161883, 162023, None]","[None, None, 157642, None, 160150, None, 160284, None, 160763, None, 160661, 160411, None, None, 182328]","[None, None, 4.84, None, 8.02, None, 12.85, None, 15.07, None, 17.66, 19.92, None, None, 2.64]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[90, 90, 0, 90, 0, 90, 0, 90, 0, 90, 0, 0, 90, 90, 0]"
295,215198,a79add17-780f-499e-a863-104a9aa9c91e-0003489e,157640,9e597f98-694d-4ada-b8ef-0e7459e0b930-000267c8,0.13849999999999996,3.799999999998432,"[139803, 144344, 157642, None, 160150, None, 160284, None, 160763, None, 160661, 160411, None, None, 182328]","[None, None, None, 157643, None, 161062, None, 160703, None, 161915, None, None, 161883, 162023, None]","[None, None, None, 2.21, None, 0.01, None, 2.21, None, 0.01, None, None, 0.01, 4.5, None]","[None, None, 157642, None, 160150, None, 160284, None, 160763, None, 160661, 160411, None, None, None]","[90, 90, 90, 0, 90, 0, 90, 0, 90, 0, 90, 90, 0, 0, 90]"
296,215198,a79add17-780f-499e-a863-104a9aa9c91e-0003489e,157642,9e597f98-694d-4ada-b8ef-0e7459e0b930-000267ca,0.13849999999999996,3.799999999998432,"[139803, None, 157640, 157643, None, 161062, None, 160703, None, 161915, None, None, 161883, 162023, None]","[None, 144344, None, None, 160150, None, 160284, None, 160763, None, 160661, 160411, None, None, 182328]","[None, 4.84, None, None, 3.86, None, 9.06, None, 11.36, None, 14.03, 16.33, None, None, 7.01]","[None, None, 157640, 157643, None, 161062, None, 160703, None, 161915, None, None, 161883, 162023, None]","[90, 0, 90, 90, 0, 90, 0, 90, 0, 90, 0, 0, 90, 90, 0]"
297,215198,a79add17-780f-499e-a863-104a9aa9c91e-0003489e,157643,9e597f98-694d-4ada-b8ef-0e7459e0b930-000267cb,0.13849999999999996,3.799999999998432,"[139803, 144344, None, 157642, 160150, None, 160284, None, 160763, None, 160661, 160411, None, None, 182328]","[None, None, 157640, None, None, 161062, None, 160703, None, 161915, None, None, 161883, 162023, None]","[None, None, 2.21, None, None, 2.06, None, -0.14, None, 2.06, None, None, 2.06, 6.85, None]","[None, None, None, 157642, 160150, None, 160284, None, 160763, None, 160661, 160411, None, None, None]","[90, 90, 0, 90, 90, 0, 90, 0, 90, 0, 90, 90, 0, 0, 90]"
298,215198,a79add17-780f-499e-a863-104a9aa9c91e-0003489e,160150,9e597f98-694d-4ada-b8ef-0e7459e0b930-00027196,0.13849999999999996,3.799999999998432,"[139803, None, 157640, None, 157643, 161062, None, 160703, None, 161915, None, None, 161883, 162023, None]","[None, 144344, None, 157642, None, None, 160284, None, 160763, None, 160661, 160411, None, None, 182328]","[None, 8.02, None, 3.86, None, None, 5.06, None, 7.36, None, 10.03, 12.33, None, None, 10.62]","[None, None, 157640, None, 157643, 161062, None, 160703, None, 161915, None, None, 161883, 162023, None]","[90, 0, 90, 0, 90, 90, 0, 90, 0, 90, 0, 0, 90, 90, 0]"
299,215198,a79add17-780f-499e-a863-104a9aa9c91e-0003489e,161062,9e597f98-694d-4ada-b8ef-0e7459e0b930-00027526,0.13849999999999996,3.799999999998432,"[139803, 144344, None, 157642, None, 160150, 160284, None, 160763, None, 160661, 160411, None, None, 182328]","[None, None, 157640, None, 157643, None, None, 160703, None, 161915, None, None, 161883, 162023, None]","[None, None, 0.01, None, 2.06, None, None, 2.06, None, -0.14, None, None, -0.14, 4.65, None]","[None, None, None, 157642, None, 160150, 160284, None, 160763, None, 160661, 160411, None, None, None]","[90, 90, 0, 90, 0, 90, 90, 0, 90, 0, 90, 90, 0, 0, 90]"
300,215198,a79add17-780f-499e-a863-104a9aa9c91e-0003489e,160284,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002721c,0.13849999999999996,3.799999999998432,"[139803, None, 157640, None, 157643, None, 161062, 160703, None, 161915, None, None, 161883, 162023, None]","[None, 144344, None, 157642, None, 160150, None, None, 160763, None, 160661, 160411, None, None, 182328]","[None, 12.85, None, 9.06, None, 5.06, None, None, 2.16, None, 4.83, 7.13, None, None, 15.59]","[None, None, 157640, None, 157643, None, 161062, 160703, None, 161915, None, None, 161883, 162023, None]","[90, 0, 90, 0, 90, 0, 90, 90, 0, 90, 0, 0, 90, 90, 0]"
301,215198,a79add17-780f-499e-a863-104a9aa9c91e-0003489e,160703,9e597f98-694d-4ada-b8ef-0e7459e0b930-000273bf,0.13849999999999996,3.799999999998432,"[139803, 144344, None, 157642, None, 160150, None, 160284, 160763, None, 160661, 160411, None, None, 182328]","[None, None, 157640, None, 157643, None, 161062, None, None, 161915, None, None, 161883, 162023, None]","[None, None, 2.21, None, -0.14, None, 2.06, None, None, 2.06, None, None, 2.06, 6.85, None]","[None, None, None, 157642, None, 160150, None, 160284, 160763, None, 160661, 160411, None, None, None]","[90, 90, 0, 90, 0, 90, 0, 90, 90, 0, 90, 90, 0, 0, 90]"
302,215198,a79add17-780f-499e-a863-104a9aa9c91e-0003489e,160763,9e597f98-694d-4ada-b8ef-0e7459e0b930-000273fb,0.13849999999999996,3.799999999998432,"[139803, None, 157640, None, 157643, None, 161062, None, 160703, 161915, None, None, 161883, 162023, None]","[None, 144344, None, 157642, None, 160150, None, 160284, None, None, 160661, 160411, None, None, 182328]","[None, 15.07, None, 11.36, None, 7.36, None, 2.16, None, None, 2.53, 4.83, None, None, 17.83]","[None, None, 157640, None, 157643, None, 161062, None, 160703, 161915, None, None, 161883, 162023, None]","[90, 0, 90, 0, 90, 0, 90, 0, 90, 90, 0, 0, 90, 90, 0]"
303,215198,a79add17-780f-499e-a863-104a9aa9c91e-0003489e,161915,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002787b,0.13849999999999996,3.799999999998432,"[139803, 144344, None, 157642, None, 160150, None, 160284, None, 160763, 160661, 160411, None, None, 182328]","[None, None, 157640, None, 157643, None, 161062, None, 160703, None, None, None, 161883, 162023, None]","[None, None, 0.01, None, 2.06, None, -0.14, None, 2.06, None, None, None, -0.14, 4.65, None]","[None, None, None, 157642, None, 160150, None, 160284, None, 160763, 160661, 160411, None, None, None]","[90, 90, 0, 90, 0, 90, 0, 90, 0, 90, 90, 90, 0, 0, 90]"
304,215198,a79add17-780f-499e-a863-104a9aa9c91e-0003489e,160661,9e597f98-694d-4ada-b8ef-0e7459e0b930-00027395,0.13849999999999996,3.799999999998432,"[139803, None, 157640, None, 157643, None, 161062, None, 160703, None, 161915, None, 161883, 162023, None]","[None, 144344, None, 157642, None, 160150, None, 160284, None, 160763, None, 160411, None, None, 182328]","[None, 17.66, None, 14.03, None, 10.03, None, 4.83, None, 2.53, None, 2.16, None, None, 20.45]","[None, None, 157640, None, 157643, None, 161062, None, 160703, None, 161915, None, 161883, 162023, None]","[90, 0, 90, 0, 90, 0, 90, 0, 90, 0, 90, 0, 90, 90, 0]"
305,215198,a79add17-780f-499e-a863-104a9aa9c91e-0003489e,160411,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002729b,0.13849999999999996,3.799999999998432,"[139803, None, 157640, None, 157643, None, 161062, None, 160703, None, 161915, None, 161883, 162023, None]","[None, 144344, None, 157642, None, 160150, None, 160284, None, 160763, None, 160661, None, None, 182328]","[None, 19.92, None, 16.33, None, 12.33, None, 7.13, None, 4.83, None, 2.16, None, None, 22.71]","[None, None, 157640, None, 157643, None, 161062, None, 160703, None, 161915, None, 161883, 162023, None]","[90, 0, 90, 0, 90, 0, 90, 0, 90, 0, 90, 0, 90, 90, 0]"
306,215198,a79add17-780f-499e-a863-104a9aa9c91e-0003489e,161883,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002785b,0.13849999999999996,3.799999999998432,"[139803, 144344, None, 157642, None, 160150, None, 160284, None, 160763, None, 160661, 160411, None, 182328]","[None, None, 157640, None, 157643, None, 161062, None, 160703, None, 161915, None, None, 162023, None]","[None, None, 0.01, None, 2.06, None, -0.14, None, 2.06, None, -0.14, None, None, 4.65, None]","[None, None, None, 157642, None, 160150, None, 160284, None, 160763, None, 160661, 160411, None, None]","[90, 90, 0, 90, 0, 90, 0, 90, 0, 90, 0, 90, 90, 0, 90]"
307,215198,a79add17-780f-499e-a863-104a9aa9c91e-0003489e,162023,9e597f98-694d-4ada-b8ef-0e7459e0b930-000278e7,0.024999999999999998,3.799999999998432,"[139803, 144344, None, 157642, None, 160150, None, 160284, None, 160763, None, 160661, 160411, None, 182328]","[None, None, 157640, None, 157643, None, 161062, None, 160703, None, 161915, None, None, 161883, None]","[None, None, 4.5, None, 6.85, None, 4.65, None, 6.85, None, 4.65, None, None, 4.65, None]","[None, None, None, 157642, None, 160150, None, 160284, None, 160763, None, 160661, 160411, None, None]","[90, 90, 0, 90, 0, 90, 0, 90, 0, 90, 0, 90, 90, 0, 90]"
308,215198,a79add17-780f-499e-a863-104a9aa9c91e-0003489e,182328,9e94f57c-3b96-47ee-8d6b-c46d9346a9cb-0002c838,0.30300000000000005,11.399999999999942,"[139803, None, 157640, None, 157643, None, 161062, None, 160703, None, 161915, None, None, 161883, 162023]","[None, 144344, None, 157642, None, 160150, None, 160284, None, 160763, None, 160661, 160411, None, None]","[None, 2.64, None, 7.01, None, 10.62, None, 15.59, None, 17.83, None, 20.45, 22.71, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[90, 0, 90, 0, 90, 0, 90, 0, 90, 0, 90, 0, 0, 90, 90]"
309,215241,e29811d8-f362-4144-bef4-40532c4f577a-000348c9,139854,6949fe39-3e9a-4d4d-b7fe-71339c615138-0002224e,0.30300000000000005,11.399999999999942,"[139829, None, 169402]","[None, 154279, None]","[None, 2.64, None]","[None, None, None]","[90, 0, 90]"
310,215241,e29811d8-f362-4144-bef4-40532c4f577a-000348c9,154279,9e597f98-694d-4ada-b8ef-0e7459e0b930-00025aa7,0.2,11.399999999999942,"[139829, None, 169402]","[None, 139854, None]","[None, 2.64, None]","[None, None, None]","[90, 0, 90]"
311,215241,e29811d8-f362-4144-bef4-40532c4f577a-000348c9,169402,f1268bbe-9264-4ea5-b30b-6919ab197ea7-000295ba,0.024999999999999998,7.599999999998433,"[139829, 139854, 154279]","[None, None, None]","[None, None, None]","[None, None, None]","[90, 90, 90]"
312,215247,e29811d8-f362-4144-bef4-40532c4f577a-000348cf,154279,9e597f98-694d-4ada-b8ef-0e7459e0b930-00025aa7,0.2,11.399999999999942,"[139829, 157844, None]","[None, None, 158088]","[None, None, 12.32]","[None, None, None]","[90, 90, 0]"
313,215247,e29811d8-f362-4144-bef4-40532c4f577a-000348cf,157844,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026894,0.13849999999999996,3.8000000000000003,"[139829, 154279, 158088]","[None, None, None]","[None, None, None]","[None, None, 158088]","[90, 90, 90]"
314,215247,e29811d8-f362-4144-bef4-40532c4f577a-000348cf,158088,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026988,0.13849999999999996,3.8000000000000003,"[139829, None, 157844]","[None, 154279, None]","[None, 12.32, None]","[None, None, 157844]","[90, 0, 90]"
315,215249,e29811d8-f362-4144-bef4-40532c4f577a-000348d1,157844,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026894,0.13849999999999996,3.8000000000000003,"[139829, 163468, 158088]","[None, None, None]","[None, None, None]","[None, 163468, 158088]","[90, 90, 90]"
316,215249,e29811d8-f362-4144-bef4-40532c4f577a-000348d1,163468,9e597f98-694d-4ada-b8ef-0e7459e0b930-00027e8c,0.13849999999999996,3.8000000000000003,"[139829, 157844, None]","[None, None, 158088]","[None, None, 7.86]","[None, 157844, None]","[90, 90, 0]"
317,215249,e29811d8-f362-4144-bef4-40532c4f577a-000348d1,158088,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026988,0.13849999999999996,3.8000000000000003,"[139829, 157844, None]","[None, None, 163468]","[None, None, 7.86]","[None, 157844, None]","[90, 90, 0]"
318,216393,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d49,157844,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026894,0.13849999999999996,3.8000000000000003,"[139829, 163493, 163468]","[None, None, None]","[None, None, None]","[None, 163493, 163468]","[90, 90, 90]"
319,216393,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d49,163493,9e597f98-694d-4ada-b8ef-0e7459e0b930-00027ea5,0.13849999999999996,3.8000000000000003,"[139829, 157844, None]","[None, None, 163468]","[None, None, 5.86]","[None, 157844, None]","[90, 90, 0]"
320,216393,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d49,163468,9e597f98-694d-4ada-b8ef-0e7459e0b930-00027e8c,0.13849999999999996,3.8000000000000003,"[139829, 157844, None]","[None, None, 163493]","[None, None, 5.86]","[None, 157844, None]","[90, 90, 0]"
321,216413,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d5d,157844,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026894,0.13849999999999996,3.8000000000000003,"[139829, 163525, 163493]","[None, None, None]","[None, None, None]","[None, 163525, 163493]","[90, 90, 90]"
322,216413,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d5d,163525,9e597f98-694d-4ada-b8ef-0e7459e0b930-00027ec5,0.13849999999999996,3.8000000000000003,"[139829, 157844, None]","[None, None, 163493]","[None, None, 7.86]","[None, 157844, None]","[90, 90, 0]"
323,216413,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d5d,163493,9e597f98-694d-4ada-b8ef-0e7459e0b930-00027ea5,0.13849999999999996,3.8000000000000003,"[139829, 157844, None]","[None, None, 163525]","[None, None, 7.86]","[None, 157844, None]","[90, 90, 0]"
324,216415,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d5f,157832,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026888,0.13849999999999996,3.8000000000000003,"[139829, None, 157844]","[None, 163525, None]","[None, 8.93, None]","[None, None, 157844]","[90, 0, 90]"
325,216415,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d5f,163525,9e597f98-694d-4ada-b8ef-0e7459e0b930-00027ec5,0.13849999999999996,3.8000000000000003,"[139829, None, 157844]","[None, 157832, None]","[None, 8.93, None]","[None, None, 157844]","[90, 0, 90]"
326,216415,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d5f,157844,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026894,0.13849999999999996,3.8000000000000003,"[139829, 157832, 163525]","[None, None, None]","[None, None, None]","[None, 157832, 163525]","[90, 90, 90]"
327,216417,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d61,150980,9e597f98-694d-4ada-b8ef-0e7459e0b930-00024dc4,0.30300000000000005,11.399999999999942,"[139829, 157832, None, 157842]","[None, None, 157833, None]","[None, None, 9.47, None]","[None, None, None, None]","[90, 90, 0, 90]"
328,216417,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d61,157832,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026888,0.13849999999999996,3.8000000000000003,"[139829, 150980, 157833, None]","[None, None, None, 157842]","[None, None, None, 2.26]","[None, None, 157833, None]","[90, 90, 90, 0]"
329,216417,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d61,157833,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026889,0.13849999999999996,3.8000000000000003,"[139829, None, 157832, 157842]","[None, 150980, None, None]","[None, 9.47, None, None]","[None, None, 157832, 157842]","[90, 0, 90, 90]"
330,216417,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d61,157842,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026892,0.13849999999999996,3.8000000000000003,"[139829, 150980, None, 157833]","[None, None, 157832, None]","[None, None, 2.26, None]","[None, None, None, 157833]","[90, 90, 0, 90]"
331,216419,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d63,150980,9e597f98-694d-4ada-b8ef-0e7459e0b930-00024dc4,0.30300000000000005,11.399999999999942,"[139829, 157841, None, 157831]","[None, None, 157833, None]","[None, None, 9.47, None]","[None, None, None, None]","[90, 90, 0, 90]"
332,216419,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d63,157841,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026891,0.13849999999999996,3.8000000000000003,"[139829, 150980, 157833, None]","[None, None, None, 157831]","[None, None, None, 2.36]","[None, None, 157833, None]","[90, 90, 90, 0]"
333,216419,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d63,157833,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026889,0.13849999999999996,3.8000000000000003,"[139829, None, 157841, 157831]","[None, 150980, None, None]","[None, 9.47, None, None]","[None, None, 157841, 157831]","[90, 0, 90, 90]"
334,216419,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d63,157831,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026887,0.13849999999999996,3.8000000000000003,"[139829, 150980, None, 157833]","[None, None, 157841, None]","[None, None, 2.36, None]","[None, None, None, 157833]","[90, 90, 0, 90]"
335,216421,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d65,150980,9e597f98-694d-4ada-b8ef-0e7459e0b930-00024dc4,0.30300000000000005,11.399999999999942,"[139829, 157831, None, 157830, None, 151331]","[None, None, 157833, None, 157779, None]","[None, None, 9.47, None, 11.06, None]","[None, None, None, None, None, 151331]","[90, 90, 0, 90, 0, 90]"
336,216421,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d65,157831,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026887,0.13849999999999996,3.8000000000000003,"[139829, 150980, 157833, None, 157779, None]","[None, None, None, 157830, None, 151331]","[None, None, None, 3.25, None, 9.45]","[None, None, 157833, None, 157779, None]","[90, 90, 90, 0, 90, 0]"
337,216421,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d65,157833,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026889,0.13849999999999996,3.8000000000000003,"[139829, None, 157831, 157830, None, 151331]","[None, 150980, None, None, 157779, None]","[None, 9.47, None, None, 2.18, None]","[None, None, 157831, 157830, None, None]","[90, 0, 90, 90, 0, 90]"
338,216421,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d65,157830,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026886,0.13849999999999996,3.8000000000000003,"[139829, 150980, None, 157833, 157779, None]","[None, None, 157831, None, None, 151331]","[None, None, 3.25, None, None, 7.83]","[None, None, None, 157833, 157779, None]","[90, 90, 0, 90, 90, 0]"
339,216421,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d65,157779,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026853,0.13849999999999996,3.8000000000000003,"[139829, None, 157831, None, 157830, 151331]","[None, 150980, None, 157833, None, None]","[None, 11.06, None, 2.18, None, None]","[None, None, 157831, None, 157830, None]","[90, 0, 90, 0, 90, 90]"
340,216421,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d65,151331,9e597f98-694d-4ada-b8ef-0e7459e0b930-00024f23,0.2,11.399999999999942,"[139829, 150980, None, 157833, None, 157779]","[None, None, 157831, None, 157830, None]","[None, None, 9.45, None, 7.83, None]","[None, 150980, None, None, None, None]","[90, 90, 0, 90, 0, 90]"
341,216423,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d67,157779,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026853,0.13849999999999996,3.8000000000000003,"[139829, 157830, None, 157831]","[None, None, 157833, None]","[None, None, 2.18, None]","[None, 157830, None, 157831]","[90, 90, 0, 90]"
342,216423,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d67,157830,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026886,0.13849999999999996,3.8000000000000003,"[139829, 157779, 157833, None]","[None, None, None, 157831]","[None, None, None, 3.25]","[None, 157779, 157833, None]","[90, 90, 90, 0]"
343,216423,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d67,157833,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026889,0.13849999999999996,3.8000000000000003,"[139829, None, 157830, 157831]","[None, 157779, None, None]","[None, 2.18, None, None]","[None, None, 157830, 157831]","[90, 0, 90, 90]"
344,216423,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d67,157831,9e597f98-694d-4ada-b8ef-0e7459e0b930-00026887,0.13849999999999996,3.8000000000000003,"[139829, 157779, None, 157833]","[None, None, 157830, None]","[None, None, 3.25, None]","[None, 157779, None, 157833]","[90, 90, 0, 90]"
345,216433,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d71,150861,9e597f98-694d-4ada-b8ef-0e7459e0b930-00024d4d,0.2,11.399999999999942,"[139829, 150980, None]","[None, None, 151331]","[None, None, 2.64]","[None, 150980, None]","[90, 90, 0]"
346,216433,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d71,150980,9e597f98-694d-4ada-b8ef-0e7459e0b930-00024dc4,0.30300000000000005,11.399999999999942,"[139829, 150861, 151331]","[None, None, None]","[None, None, None]","[None, 150861, 151331]","[90, 90, 90]"
347,216433,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d71,151331,9e597f98-694d-4ada-b8ef-0e7459e0b930-00024f23,0.2,11.399999999999942,"[139829, None, 150980]","[None, 150861, None]","[None, 2.64, None]","[None, None, 150980]","[90, 0, 90]"
348,216438,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d76,150861,9e597f98-694d-4ada-b8ef-0e7459e0b930-00024d4d,0.2,11.399999999999942,"[139829, None, 164144]","[None, 157807, None]","[None, 7.43, None]","[None, None, None]","[90, 0, 90]"
349,216438,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d76,157807,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002686f,0.13849999999999996,3.8000000000000003,"[139829, None, 164144]","[None, 150861, None]","[None, 7.43, None]","[None, None, 164144]","[90, 0, 90]"
350,216438,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d76,164144,9e597f98-694d-4ada-b8ef-0e7459e0b930-00028130,0.13849999999999996,3.8000000000000003,"[139829, 150861, 157807]","[None, None, None]","[None, None, None]","[None, None, 157807]","[90, 90, 90]"
351,216440,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d78,157807,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002686f,0.13849999999999996,3.8000000000000003,"[139829, 164263, 164144]","[None, None, None]","[None, None, None]","[None, 164263, 164144]","[90, 90, 90]"
352,216440,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d78,164263,9e597f98-694d-4ada-b8ef-0e7459e0b930-000281a7,0.13849999999999996,3.8000000000000003,"[139829, 157807, None]","[None, None, 164144]","[None, None, 9.86]","[None, 157807, None]","[90, 90, 0]"
353,216440,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d78,164144,9e597f98-694d-4ada-b8ef-0e7459e0b930-00028130,0.13849999999999996,3.8000000000000003,"[139829, 157807, None]","[None, None, 164263]","[None, None, 9.86]","[None, 157807, None]","[90, 90, 0]"
354,216442,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d7a,157807,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002686f,0.13849999999999996,3.8000000000000003,"[139829, 164302, 164263]","[None, None, None]","[None, None, None]","[None, 164302, 164263]","[90, 90, 90]"
355,216442,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d7a,164302,9e597f98-694d-4ada-b8ef-0e7459e0b930-000281ce,0.13849999999999996,3.8000000000000003,"[139829, 157807, None]","[None, None, 164263]","[None, None, 5.93]","[None, 157807, None]","[90, 90, 0]"
356,216442,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d7a,164263,9e597f98-694d-4ada-b8ef-0e7459e0b930-000281a7,0.13849999999999996,3.8000000000000003,"[139829, 157807, None]","[None, None, 164302]","[None, None, 5.93]","[None, 157807, None]","[90, 90, 0]"
357,216444,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d7c,148769,9e597f98-694d-4ada-b8ef-0e7459e0b930-00024521,0.30300000000000005,11.399999999999942,"[139829, 164302, None, 164345]","[None, None, 165015, None]","[None, None, 7.82, None]","[None, None, None, None]","[90, 90, 0, 90]"
358,216444,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d7c,164302,9e597f98-694d-4ada-b8ef-0e7459e0b930-000281ce,0.13849999999999996,3.8000000000000003,"[139829, 148769, 165015, None]","[None, None, None, 164345]","[None, None, None, 2.86]","[None, None, 165015, None]","[90, 90, 90, 0]"
359,216444,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d7c,165015,9e597f98-694d-4ada-b8ef-0e7459e0b930-00028497,0.13849999999999996,3.8000000000000003,"[139829, None, 164302, 164345]","[None, 148769, None, None]","[None, 7.82, None, None]","[None, None, 164302, 164345]","[90, 0, 90, 90]"
360,216444,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d7c,164345,9e597f98-694d-4ada-b8ef-0e7459e0b930-000281f9,0.13849999999999996,3.8000000000000003,"[139829, 148769, None, 165015]","[None, None, 164302, None]","[None, None, 2.86, None]","[None, None, None, 165015]","[90, 90, 0, 90]"
361,216446,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d7e,157807,9e597f98-694d-4ada-b8ef-0e7459e0b930-0002686f,0.13849999999999996,3.8000000000000003,"[139829, 164345, None, 164302]","[None, None, 165015, None]","[None, None, 5.56, None]","[None, 164345, None, 164302]","[90, 90, 0, 90]"
362,216446,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d7e,164345,9e597f98-694d-4ada-b8ef-0e7459e0b930-000281f9,0.13849999999999996,3.8000000000000003,"[139829, 157807, 165015, None]","[None, None, None, 164302]","[None, None, None, 2.86]","[None, 157807, 165015, None]","[90, 90, 90, 0]"
363,216446,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d7e,165015,9e597f98-694d-4ada-b8ef-0e7459e0b930-00028497,0.13849999999999996,3.8000000000000003,"[139829, None, 164345, 164302]","[None, 157807, None, None]","[None, 5.56, None, None]","[None, None, 164345, 164302]","[90, 0, 90, 90]"
364,216446,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d7e,164302,9e597f98-694d-4ada-b8ef-0e7459e0b930-000281ce,0.13849999999999996,3.8000000000000003,"[139829, 157807, None, 165015]","[None, None, 164345, None]","[None, None, 2.86, None]","[None, 157807, None, 165015]","[90, 90, 0, 90]"
365,216455,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d87,150861,9e597f98-694d-4ada-b8ef-0e7459e0b930-00024d4d,0.2,11.399999999999942,"[139829, None, 157779, 155851, 155993, 156072, 156175, 157778, None]","[None, 151331, None, None, None, None, None, None, 157807]","[None, 2.64, None, None, None, None, None, None, 7.43]","[None, None, None, 155851, 155993, 156072, 156175, None, None]","[90, 0, 90, 90, 90, 90, 90, 90, 0]"
366,216455,7a4f2d19-b926-444c-8a52-5eac052b5192-00034d87,151331,9e597f98-694d-4ada-b8ef-0e7459e0b930-00024f23,0.2,11.399999999999942,"[139829, None, 157779, 155851, 155993, 156072, 156175, 157778, None]","[None, 150861, None, None, None, None, None, None, 157807]","[None, 2.64, None, None, None, None, None, None, 7.95]","[None, None, None, 155851, 155993, 156072, 156175, None, None]","[90, 0, 90, 90, 90, 90, 90, 90, 0]"
