Category,Width,Height,Distance_to_parall_walls,Angles_to_walls
Walls,"[0.079, 0.20463809523809515, 0.2999999999999999]","[2.999999999999952, 3.4952380952380957, 4.000000000000049]","[1.761, 3.4943142857142857, 11.038]","[0, 70.2816380952381, 90]"
