,Room_Id,Room_uniqueId,ElementId,Element_uniqueId,Parallel_floor_id,Parallel_floors_count,Distance_max
192,3466766,8431ebf8-f07e-4966-8ede-a7e97577da8c-0034e60e,2442208,00452c3a-4560-4f27-a467-2df06222d0a8-002543e0,[2342938],1,3.2
193,3466766,8431ebf8-f07e-4966-8ede-a7e97577da8c-0034e60e,2342938,255f5692-a770-4d14-850d-846de2944ef3-0023c01a,[2442208],1,3.2
194,3561033,88cd8c80-9995-4651-9869-f5c82e340e91-00365649,3145976,3db84829-6386-4fa8-8eda-0e5dc9a25e67-003000f8,[3151193],1,3.2
195,3561033,88cd8c80-9995-4651-9869-f5c82e340e91-00365649,3151193,6019daee-c7da-42d3-8cc4-00f4173566ea-00301559,[3145976],1,3.2
196,3561036,88cd8c80-9995-4651-9869-f5c82e340e91-0036564c,3145976,3db84829-6386-4fa8-8eda-0e5dc9a25e67-003000f8,[3151193],1,3.2
197,3561036,88cd8c80-9995-4651-9869-f5c82e340e91-0036564c,3151193,6019daee-c7da-42d3-8cc4-00f4173566ea-00301559,[3145976],1,3.2
198,3561042,88cd8c80-9995-4651-9869-f5c82e340e91-00365652,2342938,255f5692-a770-4d14-850d-846de2944ef3-0023c01a,[3145976],1,3.2
199,3561042,88cd8c80-9995-4651-9869-f5c82e340e91-00365652,3145976,3db84829-6386-4fa8-8eda-0e5dc9a25e67-003000f8,[2342938],1,3.2
200,3561045,88cd8c80-9995-4651-9869-f5c82e340e91-00365655,2342938,255f5692-a770-4d14-850d-846de2944ef3-0023c01a,[3145976],1,3.2
201,3561045,88cd8c80-9995-4651-9869-f5c82e340e91-00365655,3145976,3db84829-6386-4fa8-8eda-0e5dc9a25e67-003000f8,[2342938],1,3.2
202,3561051,88cd8c80-9995-4651-9869-f5c82e340e91-0036565b,2442208,00452c3a-4560-4f27-a467-2df06222d0a8-002543e0,[2342938],1,3.2
203,3561051,88cd8c80-9995-4651-9869-f5c82e340e91-0036565b,2342938,255f5692-a770-4d14-850d-846de2944ef3-0023c01a,[2442208],1,3.2
204,3561054,88cd8c80-9995-4651-9869-f5c82e340e91-0036565e,2442208,00452c3a-4560-4f27-a467-2df06222d0a8-002543e0,[2342938],1,3.2
205,3561054,88cd8c80-9995-4651-9869-f5c82e340e91-0036565e,2342938,255f5692-a770-4d14-850d-846de2944ef3-0023c01a,[2442208],1,3.2
