,Room_Id,Room_uniqueId,ElementId,Element_uniqueId,Width,Height,Perpendicular_walls_id,Perpendicular_walls_count,Parallel_walls_id,Parallel_walls_count,Distance_to_parall,Distance_to_parall_mi,Distance_to_parall_mean,Distance_to_parall_ma,Nearest_walls_id,Angles_to_walls,Angles_to_walls_mi,Angles_to_walls_mean,Angles_to_walls_ma
20,393482,69a69155-af3a-4ab9-a082-58da18f85acb-0006010a,350736,69a69155-af3a-4ab9-a082-58da18f85acb-00055a10,0.2,2.9999999999999516,"[349688, 349649, 349983, None, 352274]",5,"[None, None, None, 352138, None]",5,"[None, None, None, 2.579, None]",2.579,2.579,2.579,"[None, None, 349983, None, 352274]","[90, 90, 90, 0, 90]",0,72,90
21,393483,69a69155-af3a-4ab9-a082-58da18f85acb-0006010b,348774,69a69155-af3a-4ab9-a082-58da18f85acb-00055266,0.29999999999999993,2.9999999999999516,"[349688, 349649, 352274, None, 349983]",5,"[None, None, None, 352138, None]",5,"[None, None, None, 2.579, None]",2.579,2.579,2.579,"[None, None, 352274, None, 349983]","[90, 90, 90, 0, 90]",0,72,90
22,393483,69a69155-af3a-4ab9-a082-58da18f85acb-0006010b,352274,69a69155-af3a-4ab9-a082-58da18f85acb-00056012,0.07900000000000001,2.9999999999999516,"[349688, 349649, 348774, 352138, None]",5,"[None, None, None, None, 349983]",5,"[None, None, None, None, 1.761]",1.761,1.761,1.761,"[None, None, 348774, 352138, None]","[90, 90, 90, 90, 0]",0,72,90
23,393483,69a69155-af3a-4ab9-a082-58da18f85acb-0006010b,352138,69a69155-af3a-4ab9-a082-58da18f85acb-00055f8a,0.13849999999999996,2.9999999999999516,"[349688, 349649, None, 352274, 349983]",5,"[None, None, 348774, None, None]",5,"[None, None, 2.579, None, None]",2.579,2.579,2.579,"[None, None, None, 352274, 349983]","[90, 90, 0, 90, 90]",0,72,90
24,393483,69a69155-af3a-4ab9-a082-58da18f85acb-0006010b,349983,69a69155-af3a-4ab9-a082-58da18f85acb-0005571f,0.13849999999999996,2.9999999999999516,"[349688, 349649, 348774, None, 352138]",5,"[None, None, None, 352274, None]",5,"[None, None, None, 1.761, None]",1.761,1.761,1.761,"[None, None, 348774, None, 352138]","[90, 90, 90, 0, 90]",0,72,90
25,393484,69a69155-af3a-4ab9-a082-58da18f85acb-0006010c,349065,69a69155-af3a-4ab9-a082-58da18f85acb-00055389,0.29999999999999993,2.9999999999999516,"[349688, 349649, 363293, None, 351958]",5,"[None, None, None, 351821, None]",5,"[None, None, None, 2.8, None]",2.8,2.8,2.8,"[None, None, 363293, None, 351958]","[90, 90, 90, 0, 90]",0,72,90
26,393484,69a69155-af3a-4ab9-a082-58da18f85acb-0006010c,363293,69a69155-af3a-4ab9-a082-58da18f85acb-00058b1d,0.13849999999999996,2.9999999999999516,"[349688, 349649, 349065, 351821, None]",5,"[None, None, None, None, 351958]",5,"[None, None, None, None, 2.731]",2.731,2.731,2.731,"[None, None, 349065, 351821, None]","[90, 90, 90, 90, 0]",0,72,90
27,393484,69a69155-af3a-4ab9-a082-58da18f85acb-0006010c,351821,69a69155-af3a-4ab9-a082-58da18f85acb-00055e4d,0.2,2.9999999999999516,"[349688, 349649, None, 363293, 351958]",5,"[None, None, 349065, None, None]",5,"[None, None, 2.8, None, None]",2.8,2.8,2.8,"[None, None, None, 363293, 351958]","[90, 90, 0, 90, 90]",0,72,90
28,393484,69a69155-af3a-4ab9-a082-58da18f85acb-0006010c,351958,69a69155-af3a-4ab9-a082-58da18f85acb-00055ed6,0.2,2.9999999999999516,"[349688, 349649, 349065, None, 351821]",5,"[None, None, None, 363293, None]",5,"[None, None, None, 2.731, None]",2.731,2.731,2.731,"[None, None, 349065, None, 351821]","[90, 90, 90, 0, 90]",0,72,90
29,393485,69a69155-af3a-4ab9-a082-58da18f85acb-0006010d,348890,69a69155-af3a-4ab9-a082-58da18f85acb-000552da,0.29999999999999993,2.9999999999999516,"[349688, 349649, 351821, None, 349065]",5,"[None, None, None, 363351, None]",5,"[None, None, None, 2.762, None]",2.762,2.762,2.762,"[None, None, 351821, None, 349065]","[90, 90, 90, 0, 90]",0,72,90
30,393485,69a69155-af3a-4ab9-a082-58da18f85acb-0006010d,351821,69a69155-af3a-4ab9-a082-58da18f85acb-00055e4d,0.2,2.9999999999999516,"[349688, 349649, 348890, 363351, None]",5,"[None, None, None, None, 349065]",5,"[None, None, None, None, 2.8]",2.8,2.8,2.8,"[None, None, 348890, 363351, None]","[90, 90, 90, 90, 0]",0,72,90
31,393485,69a69155-af3a-4ab9-a082-58da18f85acb-0006010d,363351,69a69155-af3a-4ab9-a082-58da18f85acb-00058b57,0.13849999999999996,2.9999999999999516,"[349688, 349649, None, 351821, 349065]",5,"[None, None, 348890, None, None]",5,"[None, None, 2.762, None, None]",2.762,2.762,2.762,"[None, None, None, 351821, 349065]","[90, 90, 0, 90, 90]",0,72,90
32,393485,69a69155-af3a-4ab9-a082-58da18f85acb-0006010d,349065,69a69155-af3a-4ab9-a082-58da18f85acb-00055389,0.29999999999999993,2.9999999999999516,"[349688, 349649, 348890, None, 363351]",5,"[None, None, None, 351821, None]",5,"[None, None, None, 2.8, None]",2.8,2.8,2.8,"[None, None, 348890, None, 363351]","[90, 90, 90, 0, 90]",0,72,90
33,393486,69a69155-af3a-4ab9-a082-58da18f85acb-0006010e,349065,69a69155-af3a-4ab9-a082-58da18f85acb-00055389,0.29999999999999993,2.9999999999999516,"[349688, 349649, 363351, None, 363293]",5,"[None, None, None, 351821, None]",5,"[None, None, None, 2.8, None]",2.8,2.8,2.8,"[None, None, 363351, None, 363293]","[90, 90, 90, 0, 90]",0,72,90
34,393486,69a69155-af3a-4ab9-a082-58da18f85acb-0006010e,363351,69a69155-af3a-4ab9-a082-58da18f85acb-00058b57,0.13849999999999996,2.9999999999999516,"[349688, 349649, 349065, 351821, None]",5,"[None, None, None, None, 363293]",5,"[None, None, None, None, 2.631]",2.631,2.631,2.631,"[None, None, 349065, 351821, None]","[90, 90, 90, 90, 0]",0,72,90
35,393486,69a69155-af3a-4ab9-a082-58da18f85acb-0006010e,351821,69a69155-af3a-4ab9-a082-58da18f85acb-00055e4d,0.2,2.9999999999999516,"[349688, 349649, None, 363351, 363293]",5,"[None, None, 349065, None, None]",5,"[None, None, 2.8, None, None]",2.8,2.8,2.8,"[None, None, None, 363351, 363293]","[90, 90, 0, 90, 90]",0,72,90
36,393486,69a69155-af3a-4ab9-a082-58da18f85acb-0006010e,363293,69a69155-af3a-4ab9-a082-58da18f85acb-00058b1d,0.13849999999999996,2.9999999999999516,"[349688, 349649, 349065, None, 351821]",5,"[None, None, None, 363351, None]",5,"[None, None, None, 2.631, None]",2.631,2.631,2.631,"[None, None, 349065, None, 351821]","[90, 90, 90, 0, 90]",0,72,90
37,393487,69a69155-af3a-4ab9-a082-58da18f85acb-0006010f,348774,69a69155-af3a-4ab9-a082-58da18f85acb-00055266,0.29999999999999993,2.9999999999999516,"[349688, 349649, 350176, None, 363416]",5,"[None, None, None, 351663, None]",5,"[None, None, None, 5.297, None]",5.297,5.297,5.297,"[None, None, 350176, None, 363416]","[90, 90, 90, 0, 90]",0,72,90
38,393487,69a69155-af3a-4ab9-a082-58da18f85acb-0006010f,350176,69a69155-af3a-4ab9-a082-58da18f85acb-000557e0,0.2,2.9999999999999516,"[349688, 349649, 348774, 351663, None]",5,"[None, None, None, None, 363416]",5,"[None, None, None, None, 4.156]",4.156,4.156,4.156,"[None, None, 348774, 351663, None]","[90, 90, 90, 90, 0]",0,72,90
39,393487,69a69155-af3a-4ab9-a082-58da18f85acb-0006010f,351663,69a69155-af3a-4ab9-a082-58da18f85acb-00055daf,0.2,2.9999999999999516,"[349688, 349649, None, 350176, 363416]",5,"[None, None, 348774, None, None]",5,"[None, None, 5.297, None, None]",5.297,5.297,5.297,"[None, None, None, 350176, 363416]","[90, 90, 0, 90, 90]",0,72,90
40,393487,69a69155-af3a-4ab9-a082-58da18f85acb-0006010f,363416,69a69155-af3a-4ab9-a082-58da18f85acb-00058b98,0.13849999999999996,2.9999999999999516,"[349688, 349649, 348774, None, 351663]",5,"[None, None, None, 350176, None]",5,"[None, None, None, 4.156, None]",4.156,4.156,4.156,"[None, None, 348774, None, 351663]","[90, 90, 90, 0, 90]",0,72,90
41,393488,69a69155-af3a-4ab9-a082-58da18f85acb-00060110,348774,69a69155-af3a-4ab9-a082-58da18f85acb-00055266,0.29999999999999993,2.9999999999999516,"[349688, 349649, 363416, None, 348890]",5,"[None, None, None, 351663, None]",5,"[None, None, None, 5.297, None]",5.297,5.297,5.297,"[None, None, 363416, None, 348890]","[90, 90, 90, 0, 90]",0,72,90
42,393488,69a69155-af3a-4ab9-a082-58da18f85acb-00060110,363416,69a69155-af3a-4ab9-a082-58da18f85acb-00058b98,0.13849999999999996,2.9999999999999516,"[349688, 349649, 348774, 351663, None]",5,"[None, None, None, None, 348890]",5,"[None, None, None, None, 4.106]",4.106,4.106,4.106,"[None, None, 348774, 351663, None]","[90, 90, 90, 90, 0]",0,72,90
43,393488,69a69155-af3a-4ab9-a082-58da18f85acb-00060110,351663,69a69155-af3a-4ab9-a082-58da18f85acb-00055daf,0.2,2.9999999999999516,"[349688, 349649, None, 363416, 348890]",5,"[None, None, 348774, None, None]",5,"[None, None, 5.297, None, None]",5.297,5.297,5.297,"[None, None, None, 363416, 348890]","[90, 90, 0, 90, 90]",0,72,90
44,393488,69a69155-af3a-4ab9-a082-58da18f85acb-00060110,348890,69a69155-af3a-4ab9-a082-58da18f85acb-000552da,0.29999999999999993,2.9999999999999516,"[349688, 349649, 348774, None, 351663]",5,"[None, None, None, 363416, None]",5,"[None, None, None, 4.106, None]",4.106,4.106,4.106,"[None, None, 348774, None, 351663]","[90, 90, 90, 0, 90]",0,72,90
45,393489,69a69155-af3a-4ab9-a082-58da18f85acb-00060111,348774,69a69155-af3a-4ab9-a082-58da18f85acb-00055266,0.29999999999999993,2.9999999999999516,"[349688, 349649, 349122, None, 352274]",5,"[None, None, None, 352138, None]",5,"[None, None, None, 2.579, None]",2.579,2.579,2.579,"[None, None, 349122, None, 352274]","[90, 90, 90, 0, 90]",0,72,90
46,393489,69a69155-af3a-4ab9-a082-58da18f85acb-00060111,349122,69a69155-af3a-4ab9-a082-58da18f85acb-000553c2,0.29999999999999993,2.9999999999999516,"[349688, 349649, 348774, 352138, None]",5,"[None, None, None, None, 352274]",5,"[None, None, None, None, 2.091]",2.091,2.091,2.091,"[None, None, 348774, 352138, None]","[90, 90, 90, 90, 0]",0,72,90
47,393489,69a69155-af3a-4ab9-a082-58da18f85acb-00060111,352138,69a69155-af3a-4ab9-a082-58da18f85acb-00055f8a,0.13849999999999996,2.9999999999999516,"[349688, 349649, None, 349122, 352274]",5,"[None, None, 348774, None, None]",5,"[None, None, 2.579, None, None]",2.579,2.579,2.579,"[None, None, None, 349122, 352274]","[90, 90, 0, 90, 90]",0,72,90
48,393489,69a69155-af3a-4ab9-a082-58da18f85acb-00060111,352274,69a69155-af3a-4ab9-a082-58da18f85acb-00056012,0.07900000000000001,2.9999999999999516,"[349688, 349649, 348774, None, 352138]",5,"[None, None, None, 349122, None]",5,"[None, None, None, 2.091, None]",2.091,2.091,2.091,"[None, None, 348774, None, 352138]","[90, 90, 90, 0, 90]",0,72,90
49,393490,69a69155-af3a-4ab9-a082-58da18f85acb-00060112,349122,69a69155-af3a-4ab9-a082-58da18f85acb-000553c2,0.29999999999999993,2.9999999999999516,"[349688, 349649, 350736, None, 352138]",5,"[None, None, None, 352274, None]",5,"[None, None, None, 2.091, None]",2.091,2.091,2.091,"[None, None, 350736, None, 352138]","[90, 90, 90, 0, 90]",0,72,90
50,393490,69a69155-af3a-4ab9-a082-58da18f85acb-00060112,350736,69a69155-af3a-4ab9-a082-58da18f85acb-00055a10,0.2,2.9999999999999516,"[349688, 349649, 349122, 352274, None]",5,"[None, None, None, None, 352138]",5,"[None, None, None, None, 2.579]",2.579,2.579,2.579,"[None, None, 349122, 352274, None]","[90, 90, 90, 90, 0]",0,72,90
51,393490,69a69155-af3a-4ab9-a082-58da18f85acb-00060112,352274,69a69155-af3a-4ab9-a082-58da18f85acb-00056012,0.07900000000000001,2.9999999999999516,"[349688, 349649, None, 350736, 352138]",5,"[None, None, 349122, None, None]",5,"[None, None, 2.091, None, None]",2.091,2.091,2.091,"[None, None, None, 350736, 352138]","[90, 90, 0, 90, 90]",0,72,90
52,393490,69a69155-af3a-4ab9-a082-58da18f85acb-00060112,352138,69a69155-af3a-4ab9-a082-58da18f85acb-00055f8a,0.13849999999999996,2.9999999999999516,"[349688, 349649, 349122, None, 352274]",5,"[None, None, None, 350736, None]",5,"[None, None, None, 2.579, None]",2.579,2.579,2.579,"[None, None, 349122, None, 352274]","[90, 90, 90, 0, 90]",0,72,90
53,393667,69a69155-af3a-4ab9-a082-58da18f85acb-000601c3,349630,69a69155-af3a-4ab9-a082-58da18f85acb-000555be,0.29999999999999993,4.000000000000049,"[349712, 349688, 373934, None, 373933]",5,"[None, None, None, 373931, None]",5,"[None, None, None, 3.931, None]",3.931,3.931,3.931,"[None, None, 373934, None, 373933]","[90, 90, 90, 0, 90]",0,72,90
54,393667,69a69155-af3a-4ab9-a082-58da18f85acb-000601c3,373934,69a69155-af3a-4ab9-a082-58da18f85acb-0005b4ae,0.2,4.000000000000049,"[349712, 349688, 349630, 373931, None]",5,"[None, None, None, None, 373933]",5,"[None, None, None, None, 2.542]",2.542,2.542,2.542,"[None, None, 349630, 373931, None]","[90, 90, 90, 90, 0]",0,72,90
55,393667,69a69155-af3a-4ab9-a082-58da18f85acb-000601c3,373931,69a69155-af3a-4ab9-a082-58da18f85acb-0005b4ab,0.13849999999999996,4.000000000000049,"[349712, 349688, None, 373934, 373933]",5,"[None, None, 349630, None, None]",5,"[None, None, 3.931, None, None]",3.931,3.931,3.931,"[None, None, None, 373934, 373933]","[90, 90, 0, 90, 90]",0,72,90
56,393667,69a69155-af3a-4ab9-a082-58da18f85acb-000601c3,373933,69a69155-af3a-4ab9-a082-58da18f85acb-0005b4ad,0.2,4.000000000000049,"[349712, 349688, 349630, None, 373931]",5,"[None, None, None, 373934, None]",5,"[None, None, None, 2.542, None]",2.542,2.542,2.542,"[None, None, 349630, None, 373931]","[90, 90, 90, 0, 90]",0,72,90
57,393668,69a69155-af3a-4ab9-a082-58da18f85acb-000601c4,373931,69a69155-af3a-4ab9-a082-58da18f85acb-0005b4ab,0.13849999999999996,4.000000000000049,"[349712, 349688, 373938, None, 373933]",5,"[None, None, None, 373939, None]",5,"[None, None, None, 1.761, None]",1.761,1.761,1.761,"[None, None, 373938, None, 373933]","[90, 90, 90, 0, 90]",0,72,90
58,393668,69a69155-af3a-4ab9-a082-58da18f85acb-000601c4,373938,69a69155-af3a-4ab9-a082-58da18f85acb-0005b4b2,0.13849999999999996,4.000000000000049,"[349712, 349688, 373931, 373939, None]",5,"[None, None, None, None, 373933]",5,"[None, None, None, None, 2.579]",2.579,2.579,2.579,"[None, None, 373931, 373939, None]","[90, 90, 90, 90, 0]",0,72,90
59,393668,69a69155-af3a-4ab9-a082-58da18f85acb-000601c4,373939,69a69155-af3a-4ab9-a082-58da18f85acb-0005b4b3,0.07900000000000001,4.000000000000049,"[349712, 349688, None, 373938, 373933]",5,"[None, None, 373931, None, None]",5,"[None, None, 1.761, None, None]",1.761,1.761,1.761,"[None, None, None, 373938, 373933]","[90, 90, 0, 90, 90]",0,72,90
60,393668,69a69155-af3a-4ab9-a082-58da18f85acb-000601c4,373933,69a69155-af3a-4ab9-a082-58da18f85acb-0005b4ad,0.2,4.000000000000049,"[349712, 349688, 373931, None, 373939]",5,"[None, None, None, 373938, None]",5,"[None, None, None, 2.579, None]",2.579,2.579,2.579,"[None, None, 373931, None, 373939]","[90, 90, 90, 0, 90]",0,72,90
61,393669,69a69155-af3a-4ab9-a082-58da18f85acb-000601c5,349627,69a69155-af3a-4ab9-a082-58da18f85acb-000555bb,0.29999999999999993,4.000000000000049,"[349712, 349688, 373939, None, 373931]",5,"[None, None, None, 373938, None]",5,"[None, None, None, 2.579, None]",2.579,2.579,2.579,"[None, None, 373939, None, 373931]","[90, 90, 90, 0, 90]",0,72,90
62,393669,69a69155-af3a-4ab9-a082-58da18f85acb-000601c5,373939,69a69155-af3a-4ab9-a082-58da18f85acb-0005b4b3,0.07900000000000001,4.000000000000049,"[349712, 349688, 349627, 373938, None]",5,"[None, None, None, None, 373931]",5,"[None, None, None, None, 1.761]",1.761,1.761,1.761,"[None, None, 349627, 373938, None]","[90, 90, 90, 90, 0]",0,72,90
63,393669,69a69155-af3a-4ab9-a082-58da18f85acb-000601c5,373938,69a69155-af3a-4ab9-a082-58da18f85acb-0005b4b2,0.13849999999999996,4.000000000000049,"[349712, 349688, None, 373939, 373931]",5,"[None, None, 349627, None, None]",5,"[None, None, 2.579, None, None]",2.579,2.579,2.579,"[None, None, None, 373939, 373931]","[90, 90, 0, 90, 90]",0,72,90
64,393669,69a69155-af3a-4ab9-a082-58da18f85acb-000601c5,373931,69a69155-af3a-4ab9-a082-58da18f85acb-0005b4ab,0.13849999999999996,4.000000000000049,"[349712, 349688, 349627, None, 373938]",5,"[None, None, None, 373939, None]",5,"[None, None, None, 1.761, None]",1.761,1.761,1.761,"[None, None, 349627, None, 373938]","[90, 90, 90, 0, 90]",0,72,90
65,393670,69a69155-af3a-4ab9-a082-58da18f85acb-000601c6,349629,69a69155-af3a-4ab9-a082-58da18f85acb-000555bd,0.29999999999999993,4.000000000000049,"[349712, 349688, 373953, None, 373937]",5,"[None, None, None, 373936, None]",5,"[None, None, None, 2.8, None]",2.8,2.8,2.8,"[None, None, 373953, None, 373937]","[90, 90, 90, 0, 90]",0,72,90
66,393670,69a69155-af3a-4ab9-a082-58da18f85acb-000601c6,373953,69a69155-af3a-4ab9-a082-58da18f85acb-0005b4c1,0.13849999999999996,4.000000000000049,"[349712, 349688, 349629, 373936, None]",5,"[None, None, None, None, 373937]",5,"[None, None, None, None, 2.731]",2.731,2.731,2.731,"[None, None, 349629, 373936, None]","[90, 90, 90, 90, 0]",0,72,90
67,393670,69a69155-af3a-4ab9-a082-58da18f85acb-000601c6,373936,69a69155-af3a-4ab9-a082-58da18f85acb-0005b4b0,0.2,4.000000000000049,"[349712, 349688, None, 373953, 373937]",5,"[None, None, 349629, None, None]",5,"[None, None, 2.8, None, None]",2.8,2.8,2.8,"[None, None, None, 373953, 373937]","[90, 90, 0, 90, 90]",0,72,90
